"Claart","Desart","iva","Costo","CosPro","Ex","Min","Max","Clauni","Numcla","Clalin","Clapro","imp2","Estado","DescMax","BarCode","FecAltart","FecUltCom","FecUltven","AcuMon","Acucan","Peso","Precios","claubi","Equivale","poraum","descuenta","presenta","obsart","depto","despa","monfon","poruti","flete","fraccion","feccam","descuento","feccampre","Volumen","barcja","barpza","unitar","barfar","negar","especial","claalt","feccad","ubicacion","unaen","fecbaj","frical","claproser","claunidsat","clafam","pteorico","numuser","nusermod","objimp"
"06FPCCSPP9","Frente P C C QOC3U Sobrepo P9","16","667.84","667.84","0","0","0","5","0","0","EBA8202","0","yes","0","","30/07/20","31/07/20","","0","0","0","1032.92587","0","0","0","yes","","","no","no","0","0","0","no","31/07/20","0","","0","","","0","","no","no","","","","","","no","39121101","H87","0","0","0","0","02"
"06FRANE","Franela roja","16","9.091","9.091","53","8","8","5","24","6","THE7911","0","yes","0","57002","01/06/12","18/03/22","","-230.64","-39.5","0","14.06075","0","0","0","yes","","","no","no","0","0","0","no","18/03/22","0","","3","000000","","0","","no","no","","","","","","no","47131501","H87","0","0","0","0","02"
"06FRANG","Franela gris","16","12.4508","11.39223","64","8","8","5","24","6","THE7911","0","yes","0","","01/06/12","23/08/23","","-119.81","-14","0","19.25724","0","0","0","yes","","","no","no","0","0","0","no","23/08/23","0","","3","000000","","0","","no","no","","","","","","no","47131501","H87","0","0","0","0","02"
"06FU1419","Tubo Flexible Recubireto pvc 1","16","11.7","11.7","0","0","0","3","0","0","","0","yes","0","","16/12/19","05/09/20","","-44.14","-6","0","18.096","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","39131700","MTR","0","0","0","0","02"
"06FU142006FU1420","Tubo Flexible Recubierto pvc 3","16","17.56","17.56","0","0","0","3","0","0","THE7911","0","yes","0","","05/12/19","05/12/19","","0","0","0","27.15947","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","000000","","0","","no","no","","","","","","no","39131700","MTR","0","0","0","0","02"
"06FU379","Cinta aislar v/colores 19m","16","8.39","8.39","0","0","0","5","0","0","","0","yes","0","","12/07/14","03/08/20","","-28.44","-13","0","12.97653","0","0","0","yes","","","no","no","0","0","0","no","05/06/15","0","","0","000000","","0","","no","no","","","","","","no","31201502","H87","0","0","0","0","02"
"06FXDITM","FXD ITM 3P 250AMP","16","8243.75","8243.75","0","0","0","5","0","0","EBA8202","0","yes","0","","23/11/22","23/11/22","","0","0","0","12750.33333","0","0","0","yes","","","no","no","0","0","0","no","23/11/22","0","","0","","","0","","no","no","","","","","","no","39122200","H87","0","0","0","0","02"
"06GANPER2","Gancho para perfocel y ranurado 2","16","6.32417","6.32417","0","0","0","5","27","6","THE7911","0","yes","0","","23/12/21","23/12/21","","0","0","0","9.78138","0","0","0","yes","","","no","no","0","0","0","no","23/12/21","0","","0","","","0","","no","no","","","","","","no","31162600","H87","0","0","0","0","02"
"06GAPERA4","Gancho perf-ranur 4","16","7.11","7.11","0","0","0","5","0","0","MRS53","0","yes","0","","26/04/22","26/04/22","","0","0","0","10.9968","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","31162600","H87","0","0","0","0","02"
"06GAR20","Garrafa 20 Lts","16","99.14","25","7","0","0","5","0","0","THD87","0","yes","0","","23/02/19","26/10/19","","0","0","0","153.33653","0","0","0","yes","","","no","no","0","0","0","no","26/10/19","0","","0","000000","","0","","no","no","","","","","","no","24111810","H87","0","0","0","0","02"
"06GAR25","Garrafa 25 Lts","16","25","25","0","0","0","5","0","0","","0","yes","0","","23/02/19","10/06/20","","0","0","0","38.66667","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","000000","","0","","no","no","","","","","","no","24111810","H87","0","0","0","0","02"
"06GARR10","Garrafa 10 Lts.","16","17","17","0","0","0","5","0","0","THE7911","0","yes","0","","23/02/19","31/03/19","","0","0","0","26.29333","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","000000","","0","","no","no","","","","","","no","24111810","H87","0","0","0","0","02"
"06GASTPC","Gas tuerca izquierda p/pigtail","16","11.8575","11.83144","18","8","80","5","0","5","THE7911","0","yes","0","","21/03/15","14/10/21","","-48.36","-18","0","18.3396","0","0","0","yes","","","no","no","0","0","0","no","14/10/21","0","","16.5","000000","","0","","no","no","","","","","","no","40172521","H87","0","0","0","0","02"
"06GAVCH","Gaveta CH","16","7.29609","7.29609","0","0","0","5","0","0","THE7911","0","yes","0","10889","26/08/17","23/02/18","","0","0","0","11.28462","0","0","0","yes","","","no","no","0","0","0","no","23/02/18","0","","0","","","0","","no","no","","","","","","no","56101716","H87","0","0","0","0","02"
"06GAVGDE","Gaveta GDE","16","35.39774","35.39774","0","0","0","5","0","0","THE7911","0","yes","0","10891","26/08/17","04/08/23","","0","0","0","54.7485","0","0","0","yes","","","no","no","0","0","0","no","04/08/23","0","","0","","","0","","no","no","","","","","","no","56101716","H87","0","0","0","0","02"
"06GAVION21","Gavion 2x1x1","16","485.14","485.14","0","0","0","5","0","0","THE7911","0","yes","0","","27/08/15","31/05/16","","0","0","0","750.34987","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","31163401","H87","0","0","0","0","02"
"06GAVMED","Gaveta MED","16","18.2425","18.2425","0","0","0","5","0","0","THE7911","0","yes","0","10890","26/08/17","22/01/20","","0","0","0","28.21507","0","0","0","yes","","","no","no","0","0","0","no","22/01/20","0","","0","","","0","","no","no","","","","","","no","56101716","H87","0","0","0","0","02"
"06GAVPPOG","Gaveta plástica para organizar gris","16","35.5725","35.5725","0","0","0","5","0","0","THE7911","0","yes","0","","23/12/21","23/12/21","","0","0","0","55.0188","0","0","0","yes","","","no","no","0","0","0","no","23/12/21","0","","0","","","0","","no","no","","","","","","no","56101716","H87","0","0","0","0","02"
"06GELGALON","Gel antibacterial galon","16","300","300","0","0","0","5","0","0","","0","yes","0","","27/04/20","27/04/20","","0","0","0","464","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","12352104","LTR","0","0","0","0","02"
"06GENMO5500","Generador monofasico 5500 W","16","16176.09","16176.09","0","0","0","5","0","6","MDC81","0","yes","0","","18/09/20","29/09/20","","0","0","0","25019.0192","0","0","0","yes","","","no","no","0","0","0","no","29/09/20","0","","0","","","0","","no","no","","","","","","no","26111600","H87","0","0","0","0","02"
"06GRA","Grasa p/ chasis 400 gr","16","38.27","38.27","9","0","0","5","27","6","PIM78","0","yes","0","","01/06/12","28/07/20","","0","0","0","59.19093","0","0","0","yes","","","no","no","0","0","0","no","28/07/20","0","","0","000000","","0","","no","no","","","","","","no","15121900","H87","0","0","0","0","02"
"06GRAIND","Grasera industrial 14 oz 14861","16","229.86167","229.86167","6","0","0","5","0","0","THE7911","0","yes","0","","04/11/20","22/04/23","","-297.41","-1","0","355.51938","0","0","0","yes","","","no","no","0","0","0","no","22/04/23","0","","0","","","0","","no","no","","","","","","no","40141736","H87","0","0","0","0","02"
"06GRAP5","Grapa p/cable 5 mm recta negra 48034","16","4.3785","4.37829","40","0","0","5","0","0","THE7911","0","yes","0","","13/12/22","25/05/23","","0","0","0","6.77","0","0","0","yes","","","no","no","0","0","0","no","25/05/23","0","","0","000000","","0","","no","no","","","","","","no","39121705","H87","0","0","0","0","02"
"06GRAPG","Grapa galv 1","16","32.57681","30.3891","427.72","14","70","1","29","6","DEA710","0","yes","0","","01/06/12","22/07/23","","-1163.53","-350.47","0","50.38547","0","0","0","yes","","","no","no","0","0","0","no","22/07/23","0","","10.75","000000","","0","","no","no","","","","","","no","31151804","KGM","0","0","0","0","02"
"06GRAPG114","Grapa galv 1 1/4","16","29.5241","30.62692","317.4","3.5","70","1","0","0","DEA710","0","yes","0","","16/01/18","05/10/23","","-68.96","-7","0","45.66394","0","0","0","yes","","","no","no","0","0","0","no","05/10/23","0","","8","","","0","","no","no","","","","","","no","31151804","KGM","0","0","0","0","02"
"06GRAPP10","Grapa p/cable 10mm Recta","16","4.74267","4.74267","0","0","0","5","0","6","THE7911","0","yes","0","","01/06/12","25/05/23","","-1.51","-280","0","7.33533","0","0","0","yes","","","no","no","0","0","0","no","25/05/23","0","","0","000000","","0","","no","no","","","","","","no","39121705","H87","0","0","0","0","02"
"06GRAPP5","Grapa p/cable 5mm 48271 redonda","16","4.01333","4.01336","51","0","0","5","0","6","THE7911","0","yes","0","","01/06/12","25/05/23","","0","0","0","6.21","0","0","0","yes","","","no","no","0","0","0","no","25/05/23","0","","0","000000","","0","","no","no","","","","","","no","39121705","H87","0","0","0","0","02"
"06GRAPP6","Grapa p/cable 6mm 48272 redonda","16","4.378","4.35697","17","8","24","5","0","6","THE7911","0","yes","0","","01/06/12","11/08/23","","-6.03","-1","0","6.77131","0","0","0","yes","","","no","no","0","0","0","no","11/08/23","0","","6","000000","","0","","no","no","","","","","","no","39121705","H87","0","0","0","0","02"
"06GRAPP8","Grapa p/cable 8mm Recta","16","4.378","4.378","0","0","0","5","0","6","THE7911","0","yes","0","","01/06/12","14/04/22","","-1.12","-261","0","6.77131","0","0","0","yes","","","no","no","0","0","0","no","14/04/22","0","","0","000000","","0","","no","no","","","","","","no","39121705","H87","0","0","0","0","02"
"06GRAPPC","Grapa p/cable 16mm 48276 redonda","16",".62025",".62025","100","0","0","5","2","6","THE7911","0","yes","0","","17/06/15","25/06/20","","0","0","0",".96","0","0","0","yes","","","no","no","0","0","0","no","25/06/20","0","","0","000000","","0","","no","no","","","","","","no","39121705","H87","0","0","0","0","02"
"06GRB","Grasa p/balero 400gr","16","46.63","44.24143","6","0","0","5","27","6","PIM78","0","yes","0","","01/06/12","05/07/23","","0","0","0","72.12107","0","0","0","yes","","","no","no","0","0","0","no","05/07/23","0","","0","000000","","0","","no","no","","","","","","no","15121900","H87","0","0","0","0","02"
"06GRID","Block Vidrio Cruzado Parallel 19 x 19","16","57","55.12794","34","0","0","5","0","0","fce090923s92","0","yes","0","","24/08/18","13/11/21","","0","0","0","154","0","0","0","yes","","","no","no","0","0","0","no","13/11/21","0","","0","000000","","0","","no","no","","","","","","no","30131508","H87","0","0","0","0","02"
"06GUACAR","Guantes Carnaza y Loneta uso Ligero Truper","16","0","0","0","0","0","5","0","0","","0","yes","0","","24/11/22","","","0","0","0","0","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","000000","","0","","no","no","","","","","","no","46151500","H87","0","0","0","0","02"
"06GUAN","Guantes Nailon p/mecanico 13291","16","27.72861","27.66986","57","16","16","5","31","6","THE7911","0","yes","0","13291","01/06/12","09/06/23","","-784.47","-113","0","42.88692","0","0","0","yes","","","no","no","0","0","0","no","09/06/23","0","","6","000000","","0","","no","no","","","","","","no","46181504","H87","0","0","0","0","02"
"06GUANCN","Guantes carnaza","16","25.96","25.96","0","0","0","5","31","6","","0","yes","0","","01/06/12","25/11/20","","-1228.44","-232","0","40.15147","0","0","0","yes","","","no","no","0","0","0","no","02/08/19","0","","0","000000","","0","","no","no","","","","","","no","46181504","H87","0","0","0","0","02"
"06GUANCNL","ZZZ No Usar Guantes carnaza largo","16","54.7","54.7","0","0","0","5","31","6","THE7911","0","yes","0","15248","01/06/12","20/06/18","","-415.09","-54","0","84.60267","0","0","0","yes","","","no","no","0","0","0","no","20/06/18","0","","0","000000","","0","","no","no","","","","","","no","46181504","H87","0","0","0","0","02"
"06GUANCYL","Guantes carnaza y loneta","16","47.4309","47.43052","0","0","0","5","31","6","THE7911","0","yes","0","14245","01/06/12","12/07/18","","-86.2","-11","0","73.35979","0","0","0","yes","","","no","no","0","0","0","no","12/07/18","0","","0","000000","","0","","no","no","","","","","","no","46181504","H87","0","0","0","0","02"
"06GUANH","Guante de hule 23260","16","14.59375","14.5915","54","16","168","5","31","6","THE7911","0","yes","0","23260","01/06/12","26/10/23","","-386.92","-156","0","22.57167","0","0","0","yes","","","no","no","0","0","0","no","26/10/23","0","","34.5","000000","","0","","no","no","","","","","","no","46181504","H87","0","0","0","0","02"
"06GUANOPEC","Guante operador economico","16","50.862","50.862","0","0","0","5","31","6","THE7911","0","yes","0","14240","01/06/12","29/10/12","","-87.93","-3","0","78.66656","0","0","0","yes","","","no","no","0","0","0","no","02/07/12","0","","0","000000","","0","","no","no","","","","","","no","46181504","H87","0","0","0","0","02"
"06GUANOPP","Guante operador piel","16","38.5","38.5","0","0","0","5","31","6","THE7911","0","yes","0","","01/06/12","24/02/17","","-102.15","-8","0","59.54667","0","0","0","yes","","","no","no","0","0","0","no","26/02/15","0","","0","000000","","0","","no","no","","","","","","no","46181504","H87","0","0","0","0","02"
"06GUAPVC","Guantes algodón puntos PVC trupper","16","21.16125","21.16133","23","8","40","5","31","6","THE7911","0","yes","0","","16/07/13","11/08/23","","-30.18","-14","0","32.7294","0","0","0","yes","","","no","no","0","0","0","no","11/08/23","0","","7","000000","","0","","no","no","","","","","","no","46181504","H87","0","0","0","0","02"
"06GUASOLD","Guante Soldador","16","65","65","0","0","0","5","0","0","THE7911","0","yes","0","","13/08/19","13/08/19","","0","0","0","100.53333","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","46181504","H87","0","0","0","0","02"
"06GUIA15","Guia p/cable 15m 17751","16","200.66667","200.66667","2","8","8","5","22","8","THE7911","0","yes","0","17751","01/06/12","25/08/23","","0","0","0","310.36445","0","0","0","yes","","","no","no","0","0","0","no","25/08/23","0","","3","000000","","0","","no","no","","","","","","no","31162800","H87","0","0","0","0","02"
"06GV111","Gavion 1x1x1","16","356.735","356.735","6","0","0","5","29","6","THE7911","0","yes","0","","08/05/13","27/07/16","","0","0","0","551.75013","0","0","0","yes","","","no","no","0","0","0","no","27/07/16","0","","0","000000","","0","","no","no","","","","","","no","31163401","H87","0","0","0","0","02"
"06HBSL33","Bisagra Macho 2 1/2","16","72.11","72.11","69","0","0","5","0","0","","0","yes","0","","24/04/21","26/07/23","","-95.69","-4","0","111.53013","0","0","0","yes","","","no","no","0","0","0","no","07/03/23","0","","0","","","0","","no","no","","","","","","no","31162403","H87","0","0","0","0","02"
"06IM4MGR","Imper chovatek 4.0mm grav roja","16","684.86","684.86","0","0","0","5","26","6","THE7911","0","yes","0","","17/04/14","03/05/17","","0","0","0","1059.25013","0","0","0","yes","","","no","no","0","0","0","no","23/06/14","0","","0","000000","","0","","no","no","","","","","","no","12164900","H87","0","0","0","0","02"
"06IMDAS","Imper diablo rojo ASB galon","16","123.93","123.93","0","0","0","5","26","6","THE7911","0","yes","0","","05/08/13","04/08/16","","-146.55","-1","0","191.6784","0","0","0","yes","","","no","no","0","0","0","no","31/07/15","0","","0","000000","","0","","no","no","","","","","","no","12164900","H87","0","0","0","0","02"
"06IMPACK5","Imper IMPAC cementoso p/grietas 5kg","16","84","84","0","0","0","5","0","5","THE7911","0","yes","0","","15/06/15","24/08/18","","0","0","0","129.92","0","0","0","yes","","","no","no","0","0","0","no","24/08/18","0","","0","000000","","0","","no","no","","","","","","no","12164900","H87","0","0","0","0","02"
"06IMPERUN","Impermeable Conjunto Med 14418","16","178.776","178.776","6","24","24","5","31","6","THE7911","0","yes","0","","01/06/12","26/10/23","","0","0","0","276.50688","0","0","0","yes","","","no","no","0","0","0","no","26/10/23","0","","9","000000","","0","","no","no","","","","","","no","46181500","H87","0","0","0","0","02"
"06IMPKD","Imper IMPAC 5 años fibratado blanco cub 19lts","16","694.97","694.97","0","0","0","5","26","6","BIF86","0","yes","0","","19/01/15","10/12/21","","-1353.45","-3","0","1074.88693","0","0","0","yes","","","no","no","0","0","0","no","10/12/21","0","","0","000000","","0","","no","no","","","","","","no","12164900","H87","0","0","0","0","02"
"06IMPMH","Impermeabilizante Impac cub 19 Lts 5años","16","785.213","788.49105","6","0","0","5","26","6","GFE00","0","yes","0","","28/10/14","05/04/23","","-530.17","-1","0","1214.46277","0","0","0","yes","","","no","no","0","0","0","no","05/04/23","0","","0","000000","","0","","no","no","","","","","","no","12164900","H87","0","0","0","0","02"
