"Clacli","Fecncre","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Nncar","Numfac","facreal","Mfondo","TipoNC","Claven","Clazon","hora","numaprfol","numcer","perapr","cladep","Numuser","Refori","impreso","metpagele","bancosele","cuentaele","imprcan","Tpeso","usocfdi","periodo","mes","ano","objimp","version"
"MRSIZ143","02/10/23","116.9","yes","100.78","0","0","0","16","0","0","4333447","ZINC1490","ZI095460","","0","no","324","0","47531","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","02/10/23","49.5","yes","42.67","0","0","0","16","0","0","4333450","ZINC1491","ZI095492","","0","no","13","0","47579","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","02/10/23","161","yes","138.79","0","0","0","16","0","0","4333453","ZINC1492","ZI095499","","0","no","318","0","47601","","00001000000505967194","2015","1","153","","no","28-Tarjeta de débito","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","02/10/23","81.7","yes","70.43","0","0","0","16","0","0","4333461","ZINC1493","ZI095606","","0","no","13","0","47622","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","02/10/23","141.4","yes","121.9","0","0","0","16","0","0","4333570","ZINC1494","ZI095610","","0","no","324","0","47637","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","02/10/23","75.2","yes","64.83","0","0","0","16","0","0","4333573","ZINC1495","ZI095613","","0","no","324","0","47657","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS628","03/10/23","80","yes","68.97","0","0","0","16","0","0","4338103","ZINC1496","ZI095662","","0","no","152","0","46023","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","06/10/23","350","yes","301.72","0","0","0","16","0","0","4348838","ZINC1497","ZI095908","","0","no","13","0","43956","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","06/10/23","1574.4","yes","1357.24","0","0","0","16","0","0","4348841","ZINC1498","ZI095973","","0","no","318","0","43979","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","06/10/23","39.2","yes","33.79","0","0","0","16","0","0","4348866","ZINC1499","ZI096065","","0","no","97","0","44273","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","10/10/23","156.8","yes","135.17","0","0","0","16","0","0","4358896","ZINC1500","ZI096182","","0","no","248","0","41489","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","10/10/23","115.5","yes","99.57","0","0","0","16","0","0","4358899","ZINC1501","ZI096197","","0","no","324","0","41520","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","10/10/23","198.4","yes","171.03","0","0","0","16","0","0","4358913","ZINC1502","ZI096019","","0","no","318","0","41561","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","10/10/23","131.6","yes","113.45","0","0","0","16","0","0","4358954","ZINC1503","ZI096110","","0","no","248","0","41695","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","10/10/23","1.2","yes","1.03","0","0","0","16","0","0","4358986","ZINC1504","ZI096120","","0","no","248","0","41720","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"HIAA8","10/10/23","50.4","yes","43.45","0","0","0","16","0","0","4358989","ZINC1505","ZI096123","","0","no","318","0","41739","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRSZI136","10/10/23","75.4","yes","65","0","0","0","16","0","0","4358992","ZINC1506","ZI096134","","0","no","152","0","41760","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI013","10/10/23","110.4","yes","95.17","0","0","0","16","0","0","4358995","ZINC1507","ZI096141","","0","no","152","0","41777","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","10/10/23","734.4","yes","633.1","0","0","0","16","0","0","4358998","ZINC1508","ZI096168","","0","no","13","0","41797","","00001000000505967194","2015","1","153","","no","28-Tarjeta de débito","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","11/10/23","125.7","yes","108.36","0","0","0","16","0","0","4363221","ZINC1509","ZI096352","","0","no","324","0","46483","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","12/10/23","70","yes","60.34","0","0","0","16","0","0","4366569","ZINC1510","ZI096221","","0","no","248","0","42602","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","12/10/23","177.2","yes","152.76","0","0","0","16","0","0","4366583","ZINC1511","ZI096239","","0","no","324","0","42623","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","12/10/23","105.5","yes","90.95","0","0","0","16","0","0","4366586","ZINC1512","ZI096262","","0","no","13","0","42644","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","12/10/23","311.1","yes","268.19","0","0","0","16","0","0","4366589","ZINC1513","ZI096282","","0","no","306","0","42661","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","12/10/23","42.92","yes","37","0","0","0","16","0","0","4366592","ZINC1514","ZI096347","","0","no","07","0","42708","","00001000000505967194","2015","1","153","","no","04-Tarjeta de crédito","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","12/10/23","40","yes","34.48","0","0","0","16","0","0","4366603","ZINC1515","ZI096354","","0","no","48","0","42820","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","12/10/23","28.2","yes","24.31","0","0","0","16","0","0","4369525","ZINC1516","ZI096388","","0","no","07","0","64343","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","12/10/23","8.96","yes","7.72","0","0","0","16","0","0","4369252","ZINC1517","ZI096424","","0","no","324","0","64362","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","12/10/23","39.15","yes","33.75","0","0","0","16","0","0","4369255","ZINC1518","ZI096441","","0","no","07","0","64402","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","12/10/23","8.57","yes","7.39","0","0","0","16","0","0","4369258","ZINC1519","ZI096442","","0","no","07","0","64419","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","12/10/23","80","yes","68.97","0","0","0","16","0","0","4369444","ZINC1520","ZI096443","","0","no","117","0","64440","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","12/10/23","1958.4","yes","1688.28","0","0","0","16","0","0","4369447","ZINC1521","ZI096450","","0","no","07","0","64473","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI00281","13/10/23","118.8","yes","102.41","0","0","0","16","0","0","4371619","ZINC1522","ZI096560","","0","no","324","0","43731","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","14/10/23","66.44","yes","57.28","0","0","0","16","0","0","4375643","ZINC1523","ZI096488","","0","no","07","0","48082","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"VILJ75","14/10/23","625.2","yes","538.97","0","0","0","16","0","0","4375646","ZINC1524","ZI096483","","0","no","324","0","48104","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRSIZ143","14/10/23","47.6","yes","41.03","0","0","0","16","0","0","4375649","ZINC1525","ZI096496","","0","no","324","0","48126","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","14/10/23","207.4","yes","178.79","0","0","0","16","0","0","4375656","ZINC1526","ZI096518","","0","no","324","0","48148","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","14/10/23","407.8","yes","351.55","0","0","0","16","0","0","4375663","ZINC1527","ZI096550","","0","no","324","0","48176","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","18/10/23","67.2","yes","57.93","0","0","0","16","0","0","4388615","ZINC1528","ZI096656","","0","no","07","0","57182","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","18/10/23","157.5","yes","135.78","0","0","0","16","0","0","4388618","ZINC1529","ZI096669","","0","no","306","0","57239","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"ROGD74","18/10/23","108.68","yes","93.69","0","0","0","16","0","0","4388621","ZINC1530","ZI096721","","0","no","07","0","57260","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRS2043","18/10/23","173.6","yes","149.66","0","0","0","16","0","0","4388624","ZINC1531","ZI096724","","0","no","97","0","57283","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","18/10/23","116.9","yes","100.78","0","0","0","16","0","0","4388627","ZINC1532","ZI096726","","0","no","324","0","57302","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI0111","18/10/23","160.4","yes","138.28","0","0","0","16","0","0","4388678","ZINC1533","ZI096739","","0","no","97","0","57563","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","19/10/23","52.2","yes","45","0","0","0","16","0","0","4392046","ZINC1534","ZI096864","","0","no","97","0","45322","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","19/10/23","1.82","yes","1.57","0","0","0","16","0","0","4392051","ZINC1535","ZI096635","","0","no","07","0","45346","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"CAAL86","19/10/23","224","yes","193.1","0","0","0","16","0","0","4392065","ZINC1536","ZI096627","","0","no","152","0","45384","","00001000000505967194","2015","1","153","","no","02-Cheque nominativo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRS2043","19/10/23","39.2","yes","33.79","0","0","0","16","0","0","4392072","ZINC1537","ZI096605","","0","no","97","0","45407","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","19/10/23","6.6","yes","5.69","0","0","0","16","0","0","4392097","ZINC1538","ZI096603","","0","no","248","0","45428","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"CACJ950","19/10/23","41.44","yes","35.72","0","0","0","16","0","0","4392100","ZINC1539","ZI096582","","0","no","07","0","45457","","00001000000505967194","2015","1","153","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"OERA46","21/10/23","100","yes","86.21","0","0","0","16","0","0","4398450","ZINC1540","ZI097046","","0","no","13","0","37409","","00001000000505967194","2015","1","43","","no","02-Cheque nominativo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRSIZ143","21/10/23","110.4","yes","95.17","0","0","0","16","0","0","4399043","ZINC1541","ZI096960","","0","no","324","0","49617","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","21/10/23","870","yes","750","0","0","0","16","0","0","4399046","ZINC1542","ZI096990","","0","no","318","0","49642","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","21/10/23","236.8","yes","204.14","0","0","0","16","0","0","4399049","ZINC1543","ZI097020","","0","no","324","0","49668","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","21/10/23","25.44","yes","21.93","0","0","0","16","0","0","4397834","ZINC1544","ZI097057","","0","no","324","0","49689","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI4841","24/10/23","534","yes","460.34","0","0","0","16","0","0","4405992","ZINC1545","ZI097023","","0","no","117","0","45909","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","26/10/23","18.2","yes","15.69","0","0","0","16","0","0","4413905","ZINC1546","ZI097230","","0","no","97","0","45227","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","26/10/23","260.1","yes","224.22","0","0","0","16","0","0","4413909","ZINC1547","ZI097207","","0","no","13","0","45281","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"TOHS83","26/10/23","51.45","yes","44.35","0","0","0","16","0","0","4413912","ZINC1548","ZI097287","","0","no","117","0","45300","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
