"Clacli","Fecncre","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Nncre","Numfac","facreal","Mfondo","TipoNC","Claven","Clazon","hora","numaprfol","numcer","perapr","cladep","ocurre","numuser","observa","frem","pagada","nusercan","paga","enviado"
"RODH66","16/02/21","478.8","yes","412.76","0","0","0","16","0","0","1659794","00005344","DPQ01847","F","0","no","13","0","33815","VALE 561// FIRMA SR ANDRES GARCIA-- TALLER DE CARPINTERIA","","0","10","no","0","VALE 561// FIRMA SR ANDRES GARCIA-- TALLER DE CARPINTERIA","no","no","0","",""
"RODH66","17/02/21","334","yes","287.93","0","0","0","16","0","0","1663713","00005345","DPQ01847","F","0","no","13","0","34472","Pendiente Vale    obra ampliación de taller mecánico// autorizo Contadora Dolores-- Firma Jose Lus Herrera","","0","10","no","0","Pendiente Vale    obra ampliación de taller mecánico// autorizo Contadora Dolores-- Firma Jose Lus Herrera","no","no","0","",""
"RODH66","20/02/21","1430.5","yes","1233.19","0","0","0","16","0","0","1674906","00005346","DPQ01847","F","0","no","13","0","41249","VALE 0562 // FIRMA SR ANDRES GARCIA /TALLER DE CARPINTERIA","","0","10","no","0","VALE 0562 // FIRMA SR ANDRES GARCIA /TALLER DE CARPINTERIA","no","no","0","",""
"RODH66","20/02/21","969.64","yes","835.9","0","0","0","16","0","0","1675189","00005347","DPQ01847","F","0","no","13","0","43540","ORDEN DE COMPRA 563// FIRMA SR ANDRES GARCIA  TALLER DE CARPINTERIA","","0","10","no","0","ORDEN DE COMPRA 563// FIRMA SR ANDRES GARCIA  TALLER DE CARPINTERIA","no","no","0","",""
"PAP07","22/02/21","25200","yes","21724.14","0","0","0","16","0","0","1679424","00005348","DPQ01660","F","0","no","13","0","61307","FIRMA--ENVIAR A SERVICIOS PRIMARIOS MTH-","","0","10","yes","0","FIRMA--ENVIAR A SERVICIOS PRIMARIOS MTH-","no","no","0","",""
"PAP07","24/02/21","83628.6","yes","72093.62","0","0","0","16","0","0","1685155","00005349","DPQ01660","F","0","no","13","0","43233","FIRMA--ENTREGAR EN SERVICIOS PUBLICOS PRIMARIOS MTH--","","0","10","yes","0","FIRMA--ENTREGAR EN SERVICIOS PUBLICOS PRIMARIOS MTH--","no","no","0","",""
"PAP07","24/02/21","15490","yes","13353.45","0","0","0","16","0","0","1685795","00005350","DPQ01660","F","0","no","13","0","50439","FIRMA---AUTORIZO CONTADORA","","0","10","no","0","FIRMA---AUTORIZO CONTADORA","no","no","0","",""
"RODH66","24/02/21","897.84","yes","774","0","0","0","16","0","0","1686051","00005351","DPQ01847","F","0","no","13","0","53458","O.COMPRA 564 // FIRMA-- SR ANDRES GARCIA--TALLER DE CARPINTERIA","","0","10","no","0","O.COMPRA 564 // FIRMA-- SR ANDRES GARCIA--TALLER DE CARPINTERIA","no","no","0","",""
"RODH66","02/03/21","600.5","yes","517.67","0","0","0","16","0","0","1702105","00005352","DPQ01847","F","0","no","13","0","43854","vale 1749-- FIRMA--Luis Angel--proye tienda ferreteria","","0","10","no","0","vale 1749-- FIRMA--Luis Angel--proye tienda ferreteria","no","no","0","",""
"RODH66","03/03/21","919.5","yes","792.67","0","0","0","16","0","0","1707204","00005353","DPQ01847","F","0","no","13","0","52905","VALE 565 // FIRMA SR ANDRES GARCIA/ TALLER DE CARPINTERIA","","0","10","no","0","VALE 565 // FIRMA SR ANDRES GARCIA/ TALLER DE CARPINTERIA","no","no","0","",""
"RODH66","09/03/21","14983.88","yes","12917.14","0","0","0","16","0","0","1725833","00005354","DPQ01847","F","0","no","13","0","35764","VALE       /// FIRMA JOSE LUIS HERRERA OBRA RNP - SOLICITA LUIS ANGEL","","0","10","no","0","VALE       /// FIRMA JOSE LUIS HERRERA OBRA RNP - SOLICITA LUIS ANGEL","no","no","0","",""
"PAP07","09/03/21","1389","yes","1197.41","0","0","0","16","0","0","1726419","00005355","DPQ01660","F","0","no","13","0","43577","FIRMA---AUTORIZO CONTADORA JUANY SERV PUBLICOS","","0","10","no","0","FIRMA---AUTORIZO CONTADORA JUANY SERV PUBLICOS","no","no","0","",""
"PAP07","09/03/21","2655","yes","2288.79","0","0","0","16","0","0","1726482","00005356","DPQ01660","F","0","no","13","0","44015","FIRMA--SERV PUBL PRIMARIOS","","0","10","no","0","FIRMA--SERV PUBL PRIMARIOS","no","no","0","",""
"PAP07","11/03/21","17800","yes","15344.83","0","0","0","16","0","0","1733490","00005357","DPQ01660","F","0","no","13","0","32041","FIRMA--- ENVIAR A SERVICIOS PUBLICOS PRIMARIOS DE MATEHUALA CON ING REFUGIO MALDONADO","","0","10","yes","0","FIRMA--- ENVIAR A SERVICIOS PUBLICOS PRIMARIOS DE MATEHUALA CON ING REFUGIO MALDONADO","no","no","0","",""
"RODH66","11/03/21","541.5","yes","466.81","0","0","0","16","0","0","1733697","00005358","DPQ01847","F","0","no","13","0","35059","VALE 651//FIRM SR ANDRES GARCIA --","","0","10","no","0","VALE 651//FIRM SR ANDRES GARCIA --","no","no","0","",""
"RODH66","17/03/21","376.88","yes","324.9","0","0","0","16","0","0","1748455","00005359","DPQ01847","F","0","no","13","0","39073","VALE 0652--SR ANDRES GARCIA--TALLER DE CARPINTERIA FIRMA","","0","10","no","0","VALE 0652--SR ANDRES GARCIA--TALLER DE CARPINTERIA FIRMA","no","no","0","",""
"PAP07","18/03/21","30371.4","yes","26182.24","0","0","0","16","0","0","1752325","00005360","DPQ01660","F","0","no","13","0","42666","FIRMA---ENVIAR A SERVICIOS PUBLICO PRIMARIOS DE MTH//","","0","10","yes","0","FIRMA---ENVIAR A SERVICIOS PUBLICO PRIMARIOS DE MTH//","no","no","0","",""
"PAP07","18/03/21","9379.94","yes","8086.16","0","0","0","16","0","0","1752426","00005361","DPQ01660","F","0","no","13","0","44251","FIRMA-- ENVIAR A SERV PUBLICOS PRIMARIOS MTH- CALLE MARIANO VAZQUEZ","","0","10","yes","0","FIRMA-- ENVIAR A SERV PUBLICOS PRIMARIOS MTH- CALLE MARIANO VAZQUEZ","no","no","0","",""
"MRSZI004","18/03/21","414","yes","356.9","0","0","0","16","0","0","1753732","00005362","ZI006910","F","0","no","13","0","61368","FIRMA--","","0","10","no","0","FIRMA--","no","no","0","",""
"MRSZI004","19/03/21","138","yes","118.97","0","0","0","16","0","0","1755969","00005363","ZI006910","F","0","no","13","0","48168","","","0","10","no","0","","no","no","0","",""
"PAP07","19/03/21","17800","yes","15344.83","0","0","0","16","0","0","1756441","00005364","DPQ01660","F","0","no","13","0","55161","FIRMA-- ENVIAR A SERV PUBLICOS PRIM MATEHUALA-","","0","10","yes","0","FIRMA-- ENVIAR A SERV PUBLICOS PRIM MATEHUALA-","no","no","0","",""
"MRSZI004","20/03/21","276","yes","237.93","0","0","0","16","0","0","1758366","00005365","ZI006910","F","0","no","13","0","40236","FIRMA--","","0","10","no","0","FIRMA--","no","no","0","",""
"RODH66","22/03/21","4836","yes","4168.97","0","0","0","16","0","0","1759841","00005366","DPQ01847","F","0","no","13","0","34581","VALE 1827// FIRMA---  OBRA BARDAS PERIMETRO FABRICA DE HIELO EN ZONA INDUSTRIAL","","0","10","no","0","VALE 1827// FIRMA---  OBRA BARDAS PERIMETRO FABRICA DE HIELO EN ZONA INDUSTRIAL","no","no","0","",""
"RODH66","22/03/21","1413.8","yes","1218.79","0","0","0","16","0","0","1761348","00005367","DPQ01847","F","0","no","13","0","47542","VALE 1830-- FIRMA OBRA BARDA FABR DE HIELO EN ZONA--","","0","10","no","0","VALE 1830-- FIRMA OBRA BARDA FABR DE HIELO EN ZONA--","no","no","0","",""
"RODH66","23/03/21","3484.8","yes","3004.14","0","0","0","16","0","0","1764009","00005368","DPQ01847","F","0","no","13","0","35545","VALE 1831// FIRMA LUIS ANGEL OBRA BARDAS PERIMETRALES FABRICA HIELO ZONA IND","","0","10","no","0","VALE 1831// FIRMA LUIS ANGEL OBRA BARDAS PERIMETRALES FABRICA HIELO ZONA IND","no","no","0","",""
"RODH66","23/03/21","469.98","yes","405.16","0","0","0","16","0","0","1764935","00005369","DPQ01847","F","0","no","13","0","44682","VALE 0653//FIRMA SR ANDRES GARCIA  PARA CARPINTERIA","","0","10","no","0","VALE 0653//FIRMA SR ANDRES GARCIA  PARA CARPINTERIA","no","no","0","",""
"RODH66","24/03/21","9417","yes","8118.1","0","0","0","16","0","0","1767654","00005370","DPQ01847","F","0","no","13","0","32763","VALE 1833---FIRMA LUIS ANGEL OBRA BARDA PERIMETRAL DE FABRICA DE HIELO EN ZONA IND.","","0","10","no","0","VALE 1833---FIRMA LUIS ANGEL OBRA BARDA PERIMETRAL DE FABRICA DE HIELO EN ZONA IND.","no","no","0","",""
"RODH66","25/03/21","764","yes","658.62","0","0","0","16","0","0","1771875","00005371","DPQ01847","F","0","no","13","0","37049","VALE 1839-- FIRMA LUIS ANGEL OBRA BARDA PERIMETRAL FABRICA HIELO ZONA IND","","0","10","no","0","VALE 1839-- FIRMA LUIS ANGEL OBRA BARDA PERIMETRAL FABRICA HIELO ZONA IND","no","no","0","",""
"PAP07","25/03/21","8900","yes","7672.41","0","0","0","16","0","0","1772640","00005372","DPQ01660","F","0","no","109","0","44726","JUAN JOSE LOPEZ","","0","10","no","0","JUAN JOSE LOPEZ","no","no","0","",""
"RODH66","26/03/21","2400","yes","2068.97","0","0","0","16","0","0","1775400","00005373","DPQ01847","F","0","no","13","0","38209","VALE 1841-- FIRMA LUIS ANGEL OBRA DE BARDAS PERIMETRALES FABRICA DE HIELO Z.I","","0","10","yes","0","VALE 1841-- FIRMA LUIS ANGEL OBRA DE BARDAS PERIMETRALES FABRICA DE HIELO Z.I","no","no","0","",""
"RODH66","26/03/21","897.4","yes","773.62","0","0","0","16","0","0","1775722","00005374","DPQ01847","F","0","no","13","0","45018","VALES 0656-0655//FIRMA SR ANDRES GARCIA---TALLER DE CARPINTERIA","","0","10","no","0","VALES 0656-0655//FIRMA SR ANDRES GARCIA---TALLER DE CARPINTERIA","no","no","0","",""
"RODH66","26/03/21","142.2","yes","122.59","0","0","0","16","0","0","1775973","00005375","DPQ01847","F","0","no","13","0","47111","VALE 0654// FIRMA//SR ANDRES GARCIA-- TALLER DE CARPINTERIA","","0","10","no","0","VALE 0654// FIRMA//SR ANDRES GARCIA-- TALLER DE CARPINTERIA","no","no","0","",""
"MRS4785","26/03/21","5300","yes","4568.97","0","0","0","16","0","0","1776202","00005376","ZI007903","F","0","no","13","0","51325","FIRMA--ENTREGAR EN BRAVO # 313 /ENTRE LIBERTAD E INDEPENDENCIA-- ENTREGAR HOY --RECIBE FCO ORTEGA MARCAR A 488 1003430","","0","10","yes","0","FIRMA--ENTREGAR EN BRAVO # 313 /ENTRE LIBERTAD E INDEPENDENCIA-- ENTREGAR HOY --RECIBE FCO ORTEGA MARCAR A 488 1003430","no","no","0","",""
"RODH66","29/03/21","86.4","yes","74.48","0","0","0","16","0","0","1780326","00005377","DPQ01847","F","0","no","13","0","39186","VALE 1842//FIRMA LUIS ANGEL-- BARDAS DE FABRICA HIELO ZI","","0","10","no","0","VALE 1842//FIRMA LUIS ANGEL-- BARDAS DE FABRICA HIELO ZI","no","no","0","",""
"RODH66","29/03/21","236","yes","203.45","0","0","0","16","0","0","1780418","00005378","DPQ01847","F","0","no","13","0","40139","VALE 0657 FIRMA-- SR ANDRES GARCIA PARA TALLER DE CARPINTERIA","","0","10","no","0","VALE 0657 FIRMA-- SR ANDRES GARCIA PARA TALLER DE CARPINTERIA","no","no","0","",""
"RODH66","31/03/21","1302","yes","1122.41","0","0","0","16","0","0","1788081","00005379","DPQ01847","F","0","no","13","0","41375","VALE 0658 - FIRMA-- SR ANDRES GARCIA TALLER DE CARPINTERIA","","0","10","no","0","VALE 0658 - FIRMA-- SR ANDRES GARCIA TALLER DE CARPINTERIA","no","no","0","",""
"MRS4785","07/04/21","10600","yes","9137.93","0","0","0","16","0","0","1802696","00005380","ZI007903","F","0","no","109","0","54415","enviar a calle bravo 313 entre libertad e independencia  col centro  tel 488 100 34 30 mañana antes de las 10 am","","0","10","yes","0","enviar a calle bravo 313 entre libertad e independencia  col centro  tel 488 100 34 30 mañana antes de las 10 am","no","no","0","",""
"RODH66","08/04/21","1229","yes","1059.48","0","0","0","16","0","0","1804814","00005381","DPQ01847","F","0","no","109","0","35900","OBRA PORTON PRINCIPAL DE MERCANTIL- VALE 1860","","0","10","no","0","OBRA PORTON PRINCIPAL DE MERCANTIL- VALE 1860","no","no","0","",""
"RODH66","08/04/21","115","yes","99.14","0","0","0","16","0","0","1806228","00005382","DPQ01847","F","0","no","109","0","46830","VALE 659-- DON ANDRES","","0","10","no","0","VALE 659-- DON ANDRES","no","no","0","",""
"RODH66","08/04/21","1007.51","yes","868.54","0","0","0","16","0","0","1806384","00005383","DPQ01847","F","0","no","109","0","47405","VALE 660-- DON ANDRES","","0","10","no","0","VALE 660-- DON ANDRES","no","no","0","",""
"RODH66","09/04/21","560","yes","482.76","0","0","0","16","0","0","1809043","00005384","DPQ01847","F","0","no","97","0","41880","VALE 1859 // AMPLIACION FABRICA DE HIELO","","0","10","no","0","VALE 1859 // AMPLIACION FABRICA DE HIELO","no","no","0","",""
"RODH66","10/04/21","6591.2","yes","5682.07","0","0","0","16","0","0","1811457","00005385","DPQ01847","F","0","no","97","0","30310","VALE 1872 // OBRA AMPLIACION FABRICA DE HIELO ZONA IND","","0","10","no","0","VALE 1872 // OBRA AMPLIACION FABRICA DE HIELO ZONA IND","no","no","0","",""
"RODH66","14/04/21","630","yes","543.1","0","0","0","16","0","0","1820776","00005386","DPQ01847","F","0","no","13","0","36555","VALE 1877-- FIRMA---LUIS ANGEL--","","0","10","no","0","VALE 1877-- FIRMA---LUIS ANGEL--","no","no","0","",""
"RODH66","14/04/21","1162.8","yes","1002.41","0","0","0","16","0","0","1820817","00005387","DPQ01847","F","0","no","13","0","37222","VALE 1878// FIRMA LUIS ANGEL -- OBRA EXTERIOR PLAFONES LOCAL ARQ MEDRANO- RECOGE JOSE LUIS HERRERA","","0","10","no","0","VALE 1878// FIRMA LUIS ANGEL -- OBRA EXTERIOR PLAFONES LOCAL ARQ MEDRANO- RECOGE JOSE LUIS HERRERA","no","no","0","",""
"RODH66","14/04/21","661.9","yes","570.6","0","0","0","16","0","0","1820933","00005388","DPQ01847","F","0","no","13","0","39032","VALE 661-- FIRMA SR ANDRES GARCIA -TALLER DE CARPINTERIA--","","0","10","no","0","VALE 661-- FIRMA SR ANDRES GARCIA -TALLER DE CARPINTERIA--","no","no","0","",""
"PAP07","14/04/21","2250.8","yes","1940.34","0","0","0","16","0","0","1821953","00005389","DPQ01660","F","0","no","13","0","46471","FIRMA--AUTORIZO CONTADORA JUANY --RECOGEN","","0","10","no","0","FIRMA--AUTORIZO CONTADORA JUANY --RECOGEN","no","no","0","",""
"RODH66","15/04/21","634","yes","546.55","0","0","0","16","0","0","1824166","00005390","DPQ01847","F","0","no","13","0","37038","VALE 1880-- FIRMA LUIS ANGEL-- OBRA AMPL FEBRICA DE HIELO ZONA","","0","10","no","0","VALE 1880-- FIRMA LUIS ANGEL-- OBRA AMPL FEBRICA DE HIELO ZONA","no","no","0","",""
"RODH66","16/04/21","836.35","yes","720.99","0","0","0","16","0","0","1827756","00005391","DPQ01847","F","0","no","13","0","38557","VALE 1885// FIRMA-- LUIS ANGEL OBRA PORTON PRINCIPAL MERCANTIL","","0","10","no","0","VALE 1885// FIRMA-- LUIS ANGEL OBRA PORTON PRINCIPAL MERCANTIL","no","no","0","",""
"RODH66","17/04/21","214.8","yes","185.17","0","0","0","16","0","0","1830573","00005392","DPQ01847","F","0","no","13","0","43615","/VALE 1886//FIRMA LUIS ANGEL--OBRA AMPL FABRICA","","0","10","no","0","/VALE 1886//FIRMA LUIS ANGEL--OBRA AMPL FABRICA","no","no","0","",""
"RODH66","19/04/21","975.4","yes","840.86","0","0","0","16","0","0","1831239","00005393","DPQ01847","F","0","no","13","0","33016","VALE 1883// FIRMA LUIS ANGEL OBRA AMPL FABR DE HIELO ZI","","0","10","no","0","VALE 1883// FIRMA LUIS ANGEL OBRA AMPL FABR DE HIELO ZI","no","no","0","",""
"RODH66","20/04/21","4396.6","yes","3790.17","0","0","0","16","0","0","1836014","00005394","DPQ01847","F","0","no","13","0","36852","VALE 1893-- FIRMA LUIS ANGEL OBRA INSTALACION  PORTON PRINCIPAL CENTRO","","0","10","no","0","VALE 1893-- FIRMA LUIS ANGEL OBRA INSTALACION  PORTON PRINCIPAL CENTRO","no","no","0","",""
"RODH66","20/04/21","8084.4","no","6969.31","0","0","0","16","0","0","1835045","00005395","DPQ01847","F","0","no","13","0","37141","VALE 1894// FIRMA LUIS ANGEL OBRA PORTON AMPLIACION FABRICA ZI ENVIAR A TALLER CARLOS LOPEZ  MATIAS RAMOS #102 / COL CUMBRES ENTRE MATAMOROS Y ALTAMIRANO","","0","10","yes","0","VALE 1894// FIRMA LUIS ANGEL OBRA PORTON AMPLIACION FABRICA ZI ENVIAR A TALLER CARLOS LOPEZ  MATIAS RAMOS #102 / COL CUMBRES ENTRE MATAMOROS Y ALTAMIRANO","no","no","0","",""
"RODH66","20/04/21","9196","yes","7927.59","0","0","0","16","0","0","1836652","00005396","DPQ01847","F","0","no","13","0","43008","VALE 1894// FIRMA LUIS ANGEL// OBRA PORTON//MATIAS RAMOS #102/  COL CUMBRES// ENTRE MATAMOROS Y ALTAMIRANO","","0","10","yes","0","VALE 1894// FIRMA LUIS ANGEL// OBRA PORTON//MATIAS RAMOS #102/  COL CUMBRES// ENTRE MATAMOROS Y ALTAMIRANO","no","no","0","",""
"RODH66","21/04/21","83","no","71.55","0","0","0","16","0","0","1839815","00005397","DPQ01847","F","0","no","118","0","41615","...pasa a recoger ely grimaldo","","0","10","no","0","...pasa a recoger ely grimaldo","no","no","0","",""
"PAP07","22/04/21","3560","yes","3068.97","0","0","0","16","0","0","1842708","00005398","DPQ01660","F","0","no","13","0","47599","FIRMA//AUTORIZO LA CONTADORA JUANY -- RECOGEN DE SERVICIOS PUBLICOS PRIMARIOS","","0","10","no","0","FIRMA//AUTORIZO LA CONTADORA JUANY -- RECOGEN DE SERVICIOS PUBLICOS PRIMARIOS","no","no","0","",""
"RODH66","23/04/21","880.73","yes","759.25","0","0","0","16","0","0","1845334","00005399","DPQ01847","F","0","no","109","0","36567","firma vale 1906-- ampliacion fabrica de hielo zon i","","0","10","no","0","firma vale 1906-- ampliacion fabrica de hielo zon i","no","no","0","",""
"PAP07","23/04/21","12400","no","10689.66","0","0","0","16","0","0","1846243","00005400","DPQ01660","F","0","no","13","0","47260","FIRMA--RECOGE --AUTORIZO JUANY SERV PUBLICOS PRIMARIOS","","0","10","no","0","FIRMA--RECOGE --AUTORIZO JUANY SERV PUBLICOS PRIMARIOS","no","no","0","",""
"PAP07","23/04/21","17200","yes","14827.59","0","0","0","16","0","0","1846263","00005401","DPQ01660","F","0","no","13","0","48112","FIRMA---RECOGE AUTORIZO CONTADORA JUANY SERV PUBLICOS PRIMARIOS--SUSTITUYE NS 5400","","0","10","no","0","FIRMA---RECOGE AUTORIZO CONTADORA JUANY SERV PUBLICOS PRIMARIOS--SUSTITUYE NS 5400","no","no","0","",""
"PAP07","26/04/21","8600","yes","7413.79","0","0","0","16","0","0","1851641","00005402","DPQ01660","F","0","no","13","0","46241","FIRMA-- CONFIRMO CONTADORA JUANY--","","0","10","no","0","FIRMA-- CONFIRMO CONTADORA JUANY--","no","no","0","",""
"RODH66","30/04/21","5631.17","yes","4854.46","0","0","0","16","0","0","1863048","00005403","DPQ01847","F","0","no","13","0","43759","VALE 1895 //FRIMA LUIS ANGEL -OBRA MANTENIMIENTO MERCANTIL ZONA INDUSTRIAL","","0","10","no","0","VALE 1895 //FRIMA LUIS ANGEL -OBRA MANTENIMIENTO MERCANTIL ZONA INDUSTRIAL","no","no","0","",""
"PAP07","03/05/21","13980.88","yes","12052.48","0","0","0","16","0","0","1867011","00005404","DPQ01660","F","0","no","13","0","46323","FIRMA---ENVIAR A SERVICIOS PUBLICOS PRIMARIOS DE MARIANO VAZQUEZ--AUTORIZA LA CONTADORA JUANY","","0","10","yes","0","FIRMA---ENVIAR A SERVICIOS PUBLICOS PRIMARIOS DE MARIANO VAZQUEZ--AUTORIZA LA CONTADORA JUANY","no","no","0","",""
"PAP07","03/05/21","14940","yes","12879.31","0","0","0","16","0","0","1867019","00005405","DPQ01660","F","0","no","13","0","46377","FIRMA---ENVIAR A SERVICIOS PUBLICOS PRIMARIOS DE MARIANO VAZQUEZ--AUTORIZA LA CONTADORA JUANY","","0","10","yes","0","FIRMA---ENVIAR A SERVICIOS PUBLICOS PRIMARIOS DE MARIANO VAZQUEZ--AUTORIZA LA CONTADORA JUANY","no","no","0","",""
"PAP07","04/05/21","1903.8","yes","1641.21","0","0","0","16","0","0","1870018","00005406","DPQ01660","F","0","no","13","0","46917","FIRMA--- AUTORIZO CONT JUANY// RECOGE LAS ABRAZADERAS EN CENTRO UNICAMENTE","","0","10","no","0","FIRMA--- AUTORIZO CONT JUANY// RECOGE LAS ABRAZADERAS EN CENTRO UNICAMENTE","no","no","0","",""
"PAP07","07/05/21","14000","yes","12068.97","0","0","0","16","0","0","1880834","00005407","DPQ01660","F","0","no","13","0","50737","FIRMA--ENVIAR A SERV PUBLICOS PRIMARIOS EN MARIANO VAZQUEZ- AUTORIZO CONTADORA JUANY","","0","10","yes","0","FIRMA--ENVIAR A SERV PUBLICOS PRIMARIOS EN MARIANO VAZQUEZ- AUTORIZO CONTADORA JUANY","no","no","0","",""
"RODH66","10/05/21","4582.46","yes","3950.4","0","0","0","16","0","0","1885448","00005408","DPQ01847","F","0","no","13","0","47242","VALE 1922--AUTORIZO LUIS ANGEL-- FIRMA ENVIAR A TALLER DE QUICO CORONADO ATRAS DE RESTAURANT LA CARRETA --","","0","10","yes","0","VALE 1922--AUTORIZO LUIS ANGEL-- FIRMA ENVIAR A TALLER DE QUICO CORONADO ATRAS DE RESTAURANT LA CARRETA --","no","no","0","",""
